Employee Id,Role,Experience Years ,Ai Tool Usage Hours Per Week,Tasks Automated Percent,Manual Work Hours Per Week,Learning Time Hours Per Week,Deadline Pressure Level,Meeting Hours Per Week,Collaboration Hours Per Week,Error Rate Percent,Task Complexity Score,Focus Hours Per Day,Work Life Balance Score,Burnout Risk Score,Efficiency Leverage,Deep Work Balance,Learning Zone,Employee Health Personal,Sustainability Rating,Performance Sustainability Index,Burnout Level,Experience range,AI Leverage,Employee Persona,Future Risk,Risk Category Column
5b8d64c1-f14c-45a6-a121-81398b75f31a,Designer,5,3.1,11.8,26.0,3.90,Low,8.1,11.00,0.10,4.00,3.90,6.70,5.88,3.81,0.40,Stable,Developing,3.38,64.74,Moderate,4-8,Low AI,Steady Worker,4.77,Monitor
f7ade07d-81be-4e03-bf0e-5d7b0b3fdf7d,Designer,16,5.5,14.3,20.3,0.60,High,4.3,9.30,1.00,8.00,7.30,5.50,10.00,2.60,22.90,Risk,Hardworking,1.29,26.00,High,12-16,Medium AI,Struggler,2.69,Stable
1b2a0c0b-5240-449f-9992-f178cc6a242b,Manager,6,2.3,6.9,30.2,2.40,High,18.8,15.80,1.69,8.00,3.30,1.00,10.00,3.00,-18.10,Stable,Hardworking,0.57,30.00,High,4-8,Low AI,Struggler,1.50,Stable
069ec28c-4522-4d80-b59a-e9946daaa800,Writer,2,8.7,44.5,29.5,8.60,Medium,7.0,2.60,2.94,8.00,3.10,5.30,5.73,5.11,5.90,Growth,Risky,9.57,89.27,Moderate,0-4,Medium AI,Star Performer,4.92,Critical
989b1b9d-1c94-4272-aa13-646f890615f3,Developer,7,14.1,29.0,22.2,1.70,High,4.4,7.70,3.74,7.00,6.00,2.80,10.00,2.06,17.90,Risk,Hardworking,1.82,20.57,High,4-8,High AI,Struggler,1.66,Stable
8be59264-935e-4137-8eb5-8abdd886ab0d,Marketer,6,17.1,46.6,38.2,3.50,High,12.1,2.90,1.95,4.00,6.70,9.90,7.04,2.73,18.50,Stable,Efficient,7.57,38.71,Moderate,4-8,High AI,Star Performer,4.95,Critical
3fde485e-5ad1-4e67-a14c-74ca9bc88712,Marketer,19,9.4,31.5,21.6,0.90,Medium,7.3,9.40,1.45,3.00,4.00,4.90,8.85,3.35,3.30,Risk,Hardworking,3.44,37.87,High,16-20,Medium AI,Struggler,3.16,Monitor
5d7ed0e0-ec23-4969-99fa-3f0f42329739,Analyst,16,18.7,56.6,20.7,5.40,Low,13.5,7.00,3.52,2.00,6.90,7.10,6.18,3.03,14.00,Growth,Risky,9.60,48.98,Moderate,12-16,High AI,Toxic High Performer,4.49,Monitor
9b027814-700d-4c45-9279-4de642c8e054,Manager,16,3.0,10.3,27.2,2.50,Medium,13.8,15.20,2.49,2.00,2.40,2.70,3.06,3.43,-17.00,Stable,Developing,8.26,112.20,Low,12-16,Low AI,Steady Worker,4.27,Monitor
b5bda4f6-a74c-4e5a-8d83-7b9a7f9ea80c,Analyst,20,11.2,33.2,29.7,0.40,Low,3.5,9.60,0.45,5.00,5.30,4.90,7.21,2.96,13.40,Risk,Hardworking,6.10,41.11,Moderate,16-20,Medium AI,Steady Worker,3.49,Monitor
1bb1ae53-290a-4f83-9a56-55a720c487bd,Analyst,20,22.7,23.5,27.6,8.20,Low,16.2,10.10,4.94,5.00,7.70,9.30,6.73,1.04,12.20,Growth,Developing,2.63,15.38,Moderate,16-20,High AI,Struggler,4.19,Monitor
0a8e1bca-cf6a-4aed-85d2-96c251b646c4,Developer,20,20.1,51.2,19.7,1.50,Low,4.3,7.30,0.10,10.00,5.10,5.00,7.15,2.55,13.90,Risk,Efficient,9.92,35.63,Moderate,16-20,High AI,Star Performer,3.37,Monitor
be63ccb6-c709-41f8-8504-4f288f3ba597,Manager,16,2.0,9.6,26.3,2.40,Low,21.5,11.60,3.16,7.00,1.70,3.60,8.19,4.80,-24.60,Stable,Hardworking,0.98,58.61,High,12-16,Low AI,Struggler,3.54,Monitor
5aba0db6-e1de-4eb4-9e02-fb4e4f23e07a,Designer,18,7.9,15.4,27.4,5.60,High,6.1,7.90,1.23,5.00,4.10,2.70,10.00,1.95,6.50,Growth,Hardworking,1.35,19.49,High,16-20,Medium AI,Struggler,1.59,Stable
1307a52b-ecce-4af5-b124-9404ea002c78,Designer,2,7.6,35.4,22.9,0.60,Low,1.0,8.30,2.17,9.00,7.10,8.10,4.84,4.66,26.20,Risk,Developing,11.83,96.24,Low,0-4,Medium AI,Star Performer,5.84,Critical
826ec4ea-d5cd-4bff-81e9-0a43423ed726,Marketer,10,10.2,36.2,20.5,0.40,Medium,3.6,7.30,2.13,9.00,7.30,5.90,8.11,3.55,25.60,Risk,Hardworking,4.33,43.76,High,8-12,Medium AI,Toxic High Performer,3.76,Monitor
dfc9b4fe-b66c-4b39-900c-87015de3b6cd,Designer,6,7.8,10.3,30.3,0.50,High,4.7,9.10,2.44,2.00,4.00,2.30,10.00,1.32,6.20,Risk,Hardworking,0.78,13.21,High,4-8,Medium AI,Struggler,1.22,Stable
a92c7d07-3f96-4c1f-93e7-efaa98252383,Manager,18,17.3,34.2,33.4,9.70,High,17.8,19.90,1.43,8.00,4.10,1.60,9.35,1.98,-17.20,Overload,Hardworking,3.35,21.14,High,16-20,High AI,Struggler,1.47,Stable
dfb1109c-7132-4cbf-85ea-989492412c01,Marketer,17,10.4,26.3,23.4,2.10,Low,7.3,7.60,3.88,4.00,4.80,5.70,6.62,2.53,9.10,Stable,Developing,3.67,38.20,Moderate,16-20,Medium AI,Struggler,3.74,Monitor
81f418ef-e60c-4316-93e6-4b94efd86ffc,Analyst,11,7.8,27.2,18.8,5.10,Medium,3.8,10.50,0.10,8.00,5.30,6.90,7.37,3.49,12.20,Growth,Hardworking,4.96,47.32,Moderate,8-12,Medium AI,Steady Worker,4.25,Monitor
ee970fe9-b651-46d7-81a7-9fbe86f714f8,Analyst,18,11.9,42.9,33.8,6.70,Medium,4.5,6.50,0.39,4.00,2.20,5.00,9.98,3.61,0.00,Growth,Efficient,4.14,36.12,High,16-20,Medium AI,Toxic High Performer,2.95,Stable
17d8a728-1b87-4c56-8603-56d9dda05273,Marketer,15,7.2,20.4,28.5,3.00,Medium,1.0,6.40,2.58,7.00,5.90,5.30,8.55,2.83,22.10,Stable,Hardworking,2.07,33.14,High,12-16,Medium AI,Struggler,3.16,Monitor
eea6cdad-40bb-4240-a099-90205cdff0f1,Developer,7,12.3,27.2,26.5,1.00,Medium,1.9,3.50,3.09,2.00,4.70,4.30,9.29,2.21,18.10,Risk,Hardworking,2.18,23.80,High,4-8,High AI,Struggler,2.39,Stable
d7f777ec-5359-453d-b686-c9d22aed8e61,Developer,10,9.7,23.5,13.6,5.80,Low,5.3,8.20,1.96,2.00,4.40,8.90,4.27,2.42,8.50,Growth,Developing,10.36,56.74,Low,8-12,Medium AI,Steady Worker,5.36,Critical
d9b65d84-57da-4818-9235-ff9063847ac0,Developer,20,17.2,37.8,20.2,1.50,Low,5.6,6.80,0.15,7.00,4.40,5.20,6.98,2.20,9.60,Risk,Developing,7.64,31.49,Moderate,16-20,High AI,Star Performer,3.35,Monitor
db0e9cc0-0016-4197-9ba8-d47dd93ca857,Manager,13,8.6,17.9,18.9,2.80,Medium,18.6,14.80,0.10,7.00,2.60,3.00,10.00,2.08,-20.40,Stable,Hardworking,1.77,20.81,High,12-16,Medium AI,Struggler,1.73,Stable
cca608d8-2eef-4570-a1e7-b79cda45e35d,Developer,1,15.1,26.8,18.2,1.10,Low,3.3,6.20,5.39,6.00,4.50,6.90,5.75,1.77,13.00,Risk,Developing,3.74,30.87,Moderate,0-4,High AI,Struggler,4.05,Monitor
a0e49e6c-0f3a-4323-9915-7edd2c361d23,Manager,18,4.2,11.2,24.2,1.00,High,10.4,12.50,2.47,7.00,2.80,3.30,10.00,2.67,-8.90,Risk,Hardworking,0.84,26.67,High,16-20,Low AI,Struggler,2.06,Stable
8e6d93a0-05bf-42d5-9744-6b097e7c85e3,Designer,10,3.6,7.2,27.6,1.50,Low,1.0,3.40,4.36,9.00,4.60,8.00,4.93,2.00,18.60,Risk,Developing,1.67,40.57,Low,8-12,Low AI,Struggler,4.72,Monitor
41bae907-ec5c-44fc-9c96-b179171b4116,Developer,18,21.1,18.4,26.8,4.30,Low,9.7,11.40,1.42,4.00,7.60,5.50,2.16,0.87,16.90,Stable,Developing,33.84,40.37,Low,16-20,High AI,Steady Worker,4.35,Monitor
d6eab127-bb77-41bd-a78a-8a9ed90f1cd1,Designer,9,2.3,6.6,30.0,4.20,High,6.0,7.50,1.91,10.00,5.60,3.40,10.00,2.87,14.50,Stable,Hardworking,0.53,28.70,High,8-12,Low AI,Struggler,2.17,Stable
6c50ddd6-e9f4-4ebd-8b9e-c5fbf5ac1fe3,Designer,8,5.7,18.0,27.5,3.50,Low,3.1,9.00,0.10,2.00,5.60,6.90,5.73,3.16,15.90,Stable,Developing,5.43,55.11,Moderate,4-8,Medium AI,Steady Worker,4.61,Monitor
07a53dcf-c36d-4c34-9b1e-2506f1f02766,Manager,3,3.8,9.8,28.6,2.20,High,18.3,14.30,1.09,7.00,2.40,1.00,10.00,2.58,-20.60,Stable,Hardworking,0.87,25.79,High,0-4,Low AI,Struggler,1.33,Stable
dbf55019-d0fa-44d8-9fc4-fe8486e9a2dd,Analyst,7,7.4,31.9,20.0,1.90,Low,6.7,5.30,0.10,3.00,5.20,7.50,5.30,4.31,14.00,Risk,Developing,11.24,81.34,Moderate,4-8,Medium AI,Steady Worker,5.38,Critical
e43edb43-fc5f-4487-b282-8759ec68a2ad,Writer,17,6.3,51.6,29.8,5.30,High,19.5,12.30,1.89,7.00,5.40,9.40,2.75,8.19,-4.80,Growth,Efficient,55.34,297.84,Low,16-20,Medium AI,Star Performer,8.27,Critical
8a3c7cda-470a-4792-94ab-c4da035eec2d,Manager,13,1.8,57.7,27.8,6.80,Medium,7.2,6.20,1.31,1.00,1.90,8.30,2.66,32.06,-3.90,Growth,Efficient,70.87,"1,205.10",Low,12-16,Low AI,Star Performer,17.51,Critical
acc041df-7782-4ca8-a9cb-41edeb1d1409,Manager,16,4.9,11.3,16.5,1.90,Medium,17.5,12.80,1.43,4.00,2.60,4.80,8.93,2.31,-17.30,Risk,Hardworking,1.21,25.82,High,12-16,Low AI,Struggler,2.68,Stable
876d476e-b044-4792-86c2-95d884adfe12,Writer,10,13.6,33.2,19.1,3.40,Low,6.7,6.40,0.10,4.00,6.60,6.10,6.31,2.44,19.90,Stable,Developing,8.25,38.69,Moderate,8-12,High AI,Steady Worker,3.91,Monitor
6af61a22-75b0-40e2-a913-b29af4b0c35e,Manager,5,7.5,14.9,17.8,3.10,Medium,18.4,15.30,3.61,2.00,2.00,3.60,9.82,1.99,-23.70,Stable,Hardworking,0.99,20.23,High,4-8,Medium AI,Struggler,1.93,Stable
352dc632-6c77-43ef-bd64-772532566e54,Developer,6,9.3,66.0,15.3,1.10,High,2.6,19.80,2.49,3.00,2.50,4.30,7.16,7.10,-9.90,Risk,Risky,9.67,99.12,Moderate,4-8,Medium AI,Star Performer,4.98,Critical
8d4e5886-1ef8-48c9-9bca-0c115ad0f56d,Analyst,11,2.6,2.1,30.0,1.00,Low,5.5,9.80,3.36,4.00,5.10,6.50,6.04,0.81,10.20,Risk,Developing,0.38,13.37,Moderate,8-12,Low AI,Struggler,3.46,Monitor
1e7b9c7e-bb03-4721-9a2d-2e921269f0d0,Designer,2,1.3,1.8,21.3,3.60,Medium,6.6,8.00,0.10,8.00,6.80,7.20,7.15,1.38,19.40,Stable,Hardworking,0.35,19.37,Moderate,0-4,Low AI,Steady Worker,3.57,Monitor
2b4ee3ff-d89f-4765-af7b-120bda7ec110,Analyst,15,9.9,24.9,15.4,1.50,Medium,2.0,4.50,0.79,2.00,7.10,7.70,6.79,2.52,29.00,Risk,Developing,4.97,37.04,Moderate,12-16,Medium AI,Steady Worker,4.28,Monitor
b206f30d-3e59-4587-ac85-ed2ec22754b2,Designer,19,6.2,12.3,18.5,1.00,High,5.6,6.30,4.03,6.00,5.90,5.40,10.00,1.98,17.60,Risk,Hardworking,0.73,19.84,High,16-20,Medium AI,Struggler,2.41,Stable
6a6a7644-a98d-4427-bc03-c1e3a271d230,Developer,4,7.3,76.7,27.4,6.70,Medium,19.5,11.00,2.68,9.00,1.90,1.20,7.38,10.51,-21.00,Growth,Risky,10.31,142.37,Moderate,0-4,Medium AI,Star Performer,5.35,Critical
b4d0c443-a776-46ae-9d2d-f8c8e0340b8f,Writer,15,5.5,24.6,19.9,0.60,Low,6.3,4.90,2.45,5.00,4.20,8.10,4.85,4.47,9.80,Risk,Developing,7.90,92.22,Low,12-16,Medium AI,Steady Worker,5.76,Critical
864380b7-3e93-4d31-a003-00465234df18,Developer,6,15.8,48.9,11.7,2.30,Low,9.9,9.00,2.91,1.00,2.30,6.60,5.94,3.09,-7.40,Stable,Risky,9.83,52.10,Moderate,4-8,High AI,Star Performer,4.44,Monitor
d308e2fc-3b5c-4fce-8623-b01706d3f152,Others,14,24.7,12.4,16.3,3.50,Low,19.4,11.30,1.88,6.00,7.00,2.10,6.87,0.50,4.30,Stable,Developing,2.13,7.31,Moderate,12-16,High AI,Steady Worker,1.77,Stable
71f0b7aa-92a4-4e82-8448-612c2ee90aa2,Developer,20,28.4,73.0,10.0,1.70,High,1.0,4.10,0.43,5.00,5.60,3.20,10.00,2.57,22.90,Risk,Efficient,6.99,25.70,High,16-20,High AI,Toxic High Performer,1.99,Stable
0f4864dd-5cf8-43ba-a7fa-0acaeafe209d,Developer,13,15.1,44.2,13.8,1.10,Low,9.3,9.70,1.38,4.00,3.40,6.40,6.09,2.93,-2.00,Risk,Efficient,10.27,48.06,Moderate,12-16,High AI,Star Performer,4.26,Monitor
1b956769-c899-4db9-8784-ddb44e421c24,Analyst,12,14.0,74.9,32.7,0.70,Low,12.3,5.70,0.07,2.00,7.10,6.30,2.90,5.35,17.50,Risk,Efficient,88.44,184.48,Low,8-12,High AI,Star Performer,6.16,Critical
51ea7353-42dd-4059-8c83-2abcd73f2fba,Manager,11,4.4,10.9,30.1,0.80,Medium,18.5,15.00,0.39,3.00,2.20,1.20,10.00,2.48,-22.50,Risk,Hardworking,1.05,24.77,High,8-12,Low AI,Struggler,1.35,Stable
94c5c31b-57a6-4914-8a2c-2dad22f74e2b,Developer,11,12.1,32.3,24.0,1.10,Low,12.5,11.30,4.05,10.00,3.70,3.80,8.02,2.67,-5.30,Risk,Hardworking,2.99,33.28,High,8-12,High AI,Struggler,2.80,Stable
1ae83f05-4c43-4146-ac14-ab89cbd92676,Marketer,12,2.0,15.5,22.4,0.70,Medium,3.7,6.30,0.41,8.00,3.40,7.50,6.94,7.75,7.00,Risk,Developing,3.09,111.67,Moderate,8-12,Low AI,Steady Worker,6.27,Critical
00c9dff9-4084-4a3e-bbb0-157be33fa5c6,Designer,17,20.6,61.6,37.8,7.90,Low,4.9,18.70,2.70,10.00,6.50,9.00,4.06,2.99,8.90,Growth,Risky,27.28,73.65,Low,16-20,High AI,Star Performer,5.68,Critical
dfd3e8fb-b6fd-4b17-8f5b-e9d2d41cbb86,Developer,17,18.7,44.7,22.4,1.40,Low,5.9,8.60,3.18,4.00,4.40,4.30,7.67,2.39,7.50,Risk,Risky,5.18,31.17,Moderate,16-20,High AI,Toxic High Performer,2.95,Stable
b52fcf3f-1949-454e-b93d-a1026a144a0c,Marketer,16,13.9,34.0,28.7,1.70,High,1.2,5.10,2.64,8.00,4.80,2.00,10.00,2.45,17.70,Risk,Hardworking,2.50,24.46,High,12-16,High AI,Struggler,1.58,Stable
a3f7cf0a-2e88-411d-ab29-97fec4e53806,Developer,12,9.8,29.4,12.9,0.50,High,5.2,6.90,2.17,8.00,3.00,6.00,9.67,3.00,2.90,Risk,Hardworking,2.46,31.02,High,8-12,Medium AI,Struggler,3.10,Monitor
7436eef1-a721-4992-80df-d1f0dd15f854,Designer,6,4.4,5.2,30.9,0.60,High,3.7,10.20,4.48,5.00,5.50,3.20,10.00,1.18,13.60,Risk,Hardworking,0.29,11.82,High,4-8,Low AI,Struggler,1.43,Stable
fe13743d-d9a1-4ab4-9b47-206f640a2838,Developer,17,13.9,46.0,13.2,2.30,Low,3.4,7.90,0.53,4.00,5.40,8.40,4.63,3.31,15.70,Stable,Efficient,20.32,71.48,Low,16-20,High AI,Star Performer,5.45,Critical
849d15e0-a07d-43e7-9138-dfef5979710b,Manager,14,3.7,9.4,28.3,0.90,Low,18.5,13.20,2.58,4.00,2.90,3.40,8.33,2.54,-17.20,Risk,Hardworking,1.01,30.50,High,12-16,Low AI,Struggler,2.54,Stable
ad6cfbdd-d786-4953-b1e3-7493e2416b0c,Developer,9,18.8,43.8,21.4,2.10,High,8.4,5.00,2.80,7.00,5.70,1.00,10.00,2.33,15.10,Stable,Risky,3.15,23.30,High,8-12,High AI,Toxic High Performer,1.23,Stable
389c37ca-42ef-4460-a498-120987d25b09,Writer,18,12.6,28.8,26.3,0.40,High,7.1,7.50,0.10,5.00,6.10,1.50,10.00,2.29,15.90,Risk,Hardworking,2.85,22.86,High,16-20,High AI,Struggler,1.36,Stable
9cd16e33-1fb4-467e-8f4e-912db02ec30b,Marketer,10,5.1,15.5,25.3,5.10,Medium,6.4,9.70,2.56,8.00,4.60,5.30,8.56,3.04,6.90,Growth,Hardworking,1.57,35.50,High,8-12,Medium AI,Struggler,3.24,Monitor
4fcb78aa-3d6f-4d04-997b-542c854c4791,Designer,10,2.1,9.0,27.3,5.90,Low,5.4,7.00,0.10,6.00,4.90,7.30,5.44,4.29,12.10,Growth,Developing,3.01,78.78,Moderate,8-12,Low AI,Steady Worker,5.27,Critical
2019858c-35b8-4f41-ad70-d6059ec6e057,Developer,7,21.7,58.1,16.2,1.40,Low,2.4,6.20,3.32,6.00,6.30,5.90,6.47,2.68,22.90,Risk,Risky,9.27,41.38,Moderate,4-8,High AI,Toxic High Performer,3.90,Monitor
9b3e476c-3811-45d9-9db3-a9ea7503505f,Developer,18,14.4,33.3,14.8,3.30,Low,7.7,8.20,0.10,1.00,5.70,6.80,5.81,2.31,12.60,Stable,Developing,9.77,39.80,Moderate,16-20,High AI,Steady Worker,4.22,Monitor
17835dab-ff04-47dc-bd5e-deb61e3e64bc,Marketer,13,1.4,53.3,14.6,6.20,High,10.6,3.90,4.67,5.00,2.40,4.70,8.60,38.07,-2.50,Growth,Risky,3.84,442.69,High,12-16,Low AI,Toxic High Performer,17.06,Critical
1be6d3d9-93e6-4476-9615-07e85db03d5a,Developer,2,21.0,52.7,13.8,2.90,Medium,4.3,7.50,1.08,8.00,6.30,4.70,9.00,2.51,19.70,Stable,Efficient,5.80,27.88,High,0-4,High AI,Toxic High Performer,2.71,Stable
8e04a882-a9af-462c-b0b8-5ba6dcfa926c,Developer,7,18.8,49.3,10.0,4.00,High,4.3,3.30,3.55,8.00,4.70,4.70,10.00,2.62,15.90,Stable,Risky,3.18,26.22,High,4-8,High AI,Toxic High Performer,2.46,Stable
12d5ef29-5070-4760-aade-eb9831057dd2,Designer,5,22.7,57.7,32.5,6.80,High,17.2,2.00,4.98,3.00,7.70,9.00,7.19,2.54,19.30,Growth,Risky,5.60,35.35,Moderate,4-8,High AI,Toxic High Performer,4.56,Monitor
1cf7b8a4-c82c-44e3-9899-a3c426e4644d,Developer,10,20.1,55.1,14.5,4.00,Medium,6.6,11.90,0.10,4.00,4.20,4.20,9.37,2.74,2.50,Stable,Efficient,6.21,29.26,High,8-12,High AI,Toxic High Performer,2.55,Stable
81fae708-d276-4d31-bfa8-ca780d1aa4e1,Analyst,17,1.8,11.3,36.3,0.40,High,5.4,12.20,4.31,7.00,4.40,2.10,10.00,6.28,4.40,Risk,Hardworking,0.64,62.78,High,16-20,Low AI,Struggler,3.14,Monitor
68454f4f-fd10-4b06-8816-2805522f6e7d,Analyst,15,5.7,8.0,27.4,0.50,High,6.1,9.50,4.11,3.00,4.60,3.20,10.00,1.40,7.40,Risk,Hardworking,0.47,14.04,High,12-16,Medium AI,Struggler,1.52,Stable
1de4bde2-0dc4-4da0-ae9c-b0729913eaf4,Developer,11,14.0,11.5,33.0,4.60,Low,13.1,13.10,4.89,5.00,2.60,5.50,3.12,0.82,-13.20,Stable,Developing,6.04,26.33,Low,8-12,High AI,Struggler,4.04,Monitor
9e2e4587-3169-421d-b8b5-7ebf59b80b53,Manager,14,6.3,17.8,22.0,2.20,High,7.7,8.60,0.21,1.00,3.50,4.00,10.00,2.83,1.20,Stable,Hardworking,1.74,28.25,High,12-16,Medium AI,Struggler,2.33,Stable
3114ac11-6f3f-4e42-8882-26a161d4599f,Developer,15,16.4,31.5,26.2,2.30,Low,5.1,9.50,0.10,9.00,5.70,4.10,7.81,1.92,13.90,Stable,Hardworking,5.11,24.59,Moderate,12-16,High AI,Steady Worker,2.66,Stable
785951b6-1ae3-44fe-9453-7001379cf630,Developer,11,22.5,57.7,10.0,0.50,Low,6.9,7.50,5.22,3.00,3.50,6.20,6.26,2.56,3.10,Risk,Risky,7.04,40.97,Moderate,8-12,High AI,Toxic High Performer,4.01,Monitor
85fd1c04-911c-4546-a2bb-6d8835e1adb3,Manager,10,7.8,17.7,31.6,1.00,Medium,15.1,13.00,3.03,7.00,3.30,1.00,10.00,2.27,-11.60,Risk,Hardworking,1.23,22.69,High,8-12,Medium AI,Struggler,1.21,Stable
27489141-12c9-4cf3-bc3f-e75af395ca20,Manager,5,1.3,58.7,11.4,1.10,High,19.2,16.60,0.70,4.00,1.80,3.50,1.13,45.15,-26.80,Risk,Efficient,427.53,"3,995.92",Low,4-8,Low AI,Star Performer,21.77,Critical
6242a061-b4bb-4a77-a44e-1b8ece99cf49,Analyst,10,10.6,28.9,18.3,1.40,Medium,6.5,10.50,1.44,1.00,3.80,5.60,8.32,2.73,2.00,Risk,Hardworking,3.57,32.77,High,8-12,Medium AI,Struggler,3.27,Monitor
c86d7da5-d370-4a33-9d8d-6c4efa3b36fb,Analyst,5,7.2,14.9,31.2,3.40,High,4.2,9.00,3.42,7.00,5.20,2.30,10.00,2.07,12.80,Stable,Hardworking,0.98,20.69,High,4-8,Medium AI,Struggler,1.52,Stable
a2dbf110-04c9-47e7-8d18-761f0cfc012f,Marketer,13,4.8,14.0,34.2,2.00,Low,1.0,5.40,2.73,7.00,5.50,6.00,6.40,2.92,21.10,Stable,Developing,2.48,45.57,Moderate,12-16,Low AI,Steady Worker,4.05,Monitor
ae57a31f-7e84-430b-a319-00d52a7903a8,Marketer,15,13.5,23.7,21.3,1.90,Medium,3.5,5.50,2.84,8.00,6.00,4.90,8.85,1.76,21.00,Risk,Hardworking,2.17,19.84,High,12-16,High AI,Struggler,2.52,Stable
c71c32f7-8921-42c1-b225-26b6f3d0b7b6,Developer,11,2.5,29.4,10.9,4.50,High,4.4,8.40,2.26,7.00,5.10,5.90,4.22,11.76,12.70,Stable,Developing,12.78,278.67,Low,8-12,Low AI,Steady Worker,8.21,Critical
efb6d0bd-d308-4820-9fbb-536d650668fd,Analyst,9,11.2,23.2,14.8,3.70,Low,1.0,4.00,3.26,4.00,6.10,9.20,4.02,2.07,25.50,Stable,Developing,9.68,51.53,Low,8-12,Medium AI,Struggler,5.38,Critical
cddea4b4-773f-4144-bd7f-79aec9264c5c,Designer,2,22.6,42.4,35.5,2.10,Low,5.5,3.00,1.90,8.00,4.60,9.10,1.42,1.88,14.50,Stable,Efficient,170.32,132.12,Low,0-4,High AI,Star Performer,6.05,Critical
dbf3a763-68fc-4039-adaf-8111622e5a91,Developer,18,11.7,42.8,19.6,0.60,Low,6.7,7.60,4.31,2.00,4.30,6.50,6.03,3.66,7.20,Risk,Risky,6.70,60.67,Moderate,16-20,Medium AI,Toxic High Performer,4.60,Monitor
2b5e3027-852e-4a95-9853-d8bbdf08ab75,Marketer,8,3.8,12.7,25.5,0.90,High,1.0,3.90,0.10,5.00,8.00,5.40,10.00,3.34,35.10,Risk,Hardworking,1.26,33.42,High,4-8,Low AI,Struggler,2.96,Stable
6b825d1b-3c3e-4410-93de-67ea3af5d21a,Designer,13,5.7,13.2,18.1,1.10,High,10.4,11.00,0.91,7.00,4.60,4.40,10.00,2.32,1.60,Risk,Hardworking,1.20,23.16,High,12-16,Medium AI,Struggler,2.25,Stable
89eacc25-40ba-42fd-a29a-034fda29979e,Designer,5,6.2,13.3,35.6,1.20,High,1.0,2.00,4.27,3.00,5.50,2.30,10.00,2.15,24.50,Risk,Hardworking,0.76,21.45,High,4-8,Medium AI,Struggler,1.55,Stable
333a8fc2-ea92-4869-b375-ae56c611fd7a,Manager,12,6.0,18.3,26.2,0.60,High,14.3,14.50,1.66,6.00,4.10,1.40,10.00,3.05,-8.30,Risk,Hardworking,1.53,30.50,High,8-12,Medium AI,Struggler,1.64,Stable
e7c2b5fd-b9a2-4dac-aa12-64b361e22545,Developer,11,17.4,48.2,27.0,0.90,Medium,9.7,7.40,1.98,7.00,3.10,1.00,10.00,2.77,-1.60,Risk,Efficient,3.87,27.70,High,8-12,High AI,Toxic High Performer,1.41,Stable
37424711-9f17-4685-9fd7-08f2258f7099,Manager,2,6.9,5.2,36.8,3.70,High,8.1,10.60,0.61,6.00,3.70,6.80,7.21,0.75,-0.20,Stable,Hardworking,0.94,10.45,Moderate,0-4,Medium AI,Steady Worker,3.18,Monitor
3e39cabf-294a-4316-aee8-d28f8c5e673f,Marketer,4,6.7,8.3,13.2,5.80,Low,5.1,2.90,3.02,2.00,3.90,2.20,6.46,1.24,11.50,Growth,Developing,1.39,19.18,Moderate,0-4,Medium AI,Struggler,2.22,Stable
b7733ce9-9c6c-454f-8ae4-fb41e44b81dd,Manager,12,5.2,14.5,28.4,2.10,High,7.5,10.40,2.71,7.00,4.70,2.70,10.00,2.79,5.60,Stable,Hardworking,1.06,27.88,High,8-12,Medium AI,Struggler,1.93,Stable
d8c721c4-3f91-485a-b5f0-427fabe4a5e4,Manager,9,19.6,32.4,33.2,1.50,Low,5.9,9.10,0.89,10.00,2.20,8.00,1.52,1.65,-4.00,Risk,Developing,127.75,108.75,Low,8-12,High AI,Steady Worker,5.61,Critical
dc3b5466-d263-4bae-8c9d-c81404bf05e1,Analyst,5,15.5,44.1,15.1,3.50,Medium,4.4,6.20,3.75,7.00,5.10,5.80,8.20,2.85,14.90,Stable,Risky,4.10,34.70,High,4-8,High AI,Toxic High Performer,3.42,Monitor
ae503b97-4db6-4e8f-b9b7-e1470af9e07e,Analyst,14,7.9,17.6,19.0,1.00,Low,3.3,5.50,0.62,4.00,5.70,8.40,4.61,2.23,19.70,Risk,Developing,7.77,48.33,Low,12-16,Medium AI,Steady Worker,5.03,Critical
7a9ef087-cc1a-4ba3-9623-e2b96ee79060,Analyst,6,9.5,31.8,20.0,2.20,High,3.8,5.00,1.07,7.00,5.80,4.70,10.00,3.35,20.20,Stable,Hardworking,2.84,33.47,High,4-8,Medium AI,Struggler,2.75,Stable
68fc9d2e-8d2a-4dd9-87c1-ddb9722f0b15,Developer,20,1.7,47.5,35.5,3.00,Low,5.4,12.40,0.22,10.00,5.40,9.50,8.05,27.94,9.20,Stable,Efficient,7.17,347.10,High,16-20,Low AI,Toxic High Performer,14.61,Critical
a3fbe79e-f271-483b-8085-c4b69a1e8b6f,Designer,10,6.3,16.7,29.7,3.40,High,10.5,11.10,0.10,5.00,4.20,1.40,10.00,2.65,-0.60,Stable,Hardworking,1.65,26.51,High,8-12,Medium AI,Struggler,1.48,Stable
d0affde9-eb2a-408c-9e65-d04024fe3ab4,Designer,16,5.5,77.4,22.4,6.40,Medium,8.6,4.60,0.88,8.00,1.60,3.30,1.28,14.07,-5.20,Growth,Efficient,430.84,"1,099.43",Low,12-16,Medium AI,Star Performer,9.24,Critical
